,Year,Origin State,Material Group Description,Material Description,Purchased Quantity LB,Purchased Value $
711,2011,MO,"PASTA, OTHER",PASTA SPAGHETTI PKG-12/2 LB ,3019200.0,1699887.13
712,2011,MO,"PASTA, MACARONI",WHOLE GRAIN MAC,440000.0,226864.0
713,2011,MO,"PASTA, MACARONI",WHOLE GRAIN PASTA MACARONI CTN-20 LB ,520000.0,266000.0
714,2011,MO,"PASTA, MACARONI",WHLGRAIN ROTNMA,938000.0,540036.8
715,2011,MO,"PASTA, MACARONI",WHOLE GRAIN PASTA ROTINI MAC CTN-20 LB ,616000.0,344363.6
716,2011,MO,"PASTA, MACARONI",WHOLE GRAIN PASTA ROTINI MAC PKG-20/1 LB ,442000.0,273353.0
717,2011,MO,"PASTA, OTHER",WHLGRAIN SPAGHT,320000.0,170600.0
718,2011,MO,"PASTA, OTHER",WHOLE GRAIN SPAGHETTI CTN-20 LB ,80000.0,41640.0
719,2011,MO,"BEANS, DRY",BEANS PINTO DRY PKG-12/2 LB,2419200.0,1285821.6
720,2011,MO,"BEANS, DRY",BEANS LIGHT RED KIDNEY DRY PKG-12/2 LB,40320.0,32558.4
721,2011,MO,"BEANS, DRY",LENTILS DRY PKG 12/2 LB,564480.0,304567.2
722,2011,MO,"BEANS, DRY",LENTILS DRY PKG 12/2 LB,322560.0,168000.0
723,2011,MO,"TURKEY, FROZEN",TURKEY ROASTS FRZ CTN-32-48 LB,2949200.0,6173499.76
724,2011,MO,"TURKEY, FROZEN",TURKEY ROASTS FRZ CTN-32-48 LB,2000000.0,4241599.0
725,2011,MO,"CHICKEN, FROZEN",CHICKEN CUT-UP FRZ CTN-40 LB,360000.0,290140.4
726,2011,MO,"CHICKEN, FROZEN",CHICKEN CUT-UP FRZ CTN-40 LB,1480000.0,1117124.0
727,2011,MO,SHELL EGG,EGGS 15 DOZEN,33750.0,25770.0
728,2011,MO,SHELL EGG,EGGS 15 DOZEN,67500.0,47955.0
729,2011,MS,"FISH, FROZEN",CATFISH STRIPS BRD OVN RDY PKG-4/10 LB,1160000.0,4855200.0
730,2011,MS,"FISH, FROZEN",CATFISH STRIPS BRD OVN RDY PKG-4/10 LB,840000.0,4417600.0
731,2011,MS,"CHICKEN, CANNED",CHICKEN BONED CAN-48/12.5 OZ,2175000.0,4783875.01
732,2011,MS,"CHICKEN, CANNED",CHICKEN BONED CAN-48/12.5 OZ,2737500.0,5971128.0
733,2011,MS,"CHICKEN, CANNED",CHICKEN BONED CAN-12/50 OZ,1012500.0,2272125.0
734,2011,MS,"CHICKEN, COOKED",CHICKEN DICED CTN-40 LB,480000.0,1062800.0
735,2011,MS,"CHICKEN, COOKED",CHICKEN DICED CTN-40 LB,1640000.0,3885200.0
736,2011,MS,"CHICKEN, FROZEN",CHICKEN LEG QTR FRZ BAG-4/10 LB,2242000.0,1425000.0
737,2011,MS,"CHICKEN, BULK",CHICKEN LEGS CHILLED -BULK,720000.0,438516.0
738,2011,MS,"CHICKEN, BULK",CHICKEN LARGE CHILLED -BULK,216000.0,157356.0
739,2011,MS,"CHICKEN, BULK",CHICKEN LARGE CHILLED -BULK,2181600.0,1555553.6
740,2011,MS,"FRUIT, FRESH",PEARS BOSC FRESH CTN-45 LB,40500.0,17955.0
741,2011,MT,"PASTA, OTHER",PSTA PROD-EGNDL,645120.0,480821.78
742,2011,MT,"PASTA, MACARONI",PASTA-MAC PLN E,693600.0,360774.0
743,2011,NC,"FLOUR, BAKERY MIX",BKR FLR MIX LFT,388800.0,321253.8
744,2011,NC,"FLOUR, BAKERY MIX",BAKERY FLOUR MIX LOWFAT BAG-6/5 LB ,1866240.0,1578699.15
745,2011,NC,"FLOUR, WHEAT",FLOUR ALL PURP ENRCH BLCH BAG-50 LB ,86400.0,25168.32
746,2011,NC,"FLOUR, BAKERY",FLR-BKR HD W BL,270000.0,94392.0
747,2011,NC,"FLOUR, BAKERY",FLOUR BAKER HARD WHT BLCH-BULK ,270000.0,87390.0
748,2011,NC,"FLOUR, BAKERY",FLR-BKR HD UNBL,180000.0,57285.0
749,2011,NC,"FLOUR, BAKERY",FLOUR BAKER HARD WHT UNBLCH-BULK ,405000.0,127251.0
750,2011,NC,"FLOUR, BAKERY",FLR-BKR HRTH BL,172800.0,71340.48
751,2011,NC,"FLOUR, BAKERY",FLR-BKR HRTH BL,360000.0,142699.5
752,2011,NC,"FLOUR, BAKERY",FLOUR BAKER HEARTH BLCH BAG-100 LB ,216000.0,88793.28
753,2011,NC,"FLOUR, BAKERY",FLR-BK HTH UNBL,180000.0,71478.0
754,2011,NC,"FLOUR, BAKERY",FLOUR BAKER HEARTH UNBLCH-BULK ,135000.0,52209.01
755,2011,NC,"FLOUR, BAKERY",FLR-BKR SF UNBL,180000.0,48285.0
756,2011,NC,"FLOUR, BAKERY",FLOUR BAKER SOFT UNBLCH-BULK ,405000.0,113013.0
757,2011,NC,"MILK, INSTANT",INST NONFAT MLK,1263360.0,2943585.78
758,2011,NC,"MILK, INSTANT",MILK INSTANT NDM PKG-12/25.6 OZ ,1854720.0,4250561.2
759,2011,NC,PEANUT PRODUCTS,PNUT BUTTR SMTH,6120646.0,5459520.45
760,2011,NC,PEANUT PRODUCTS,PEANUT BUTTER SMOOTH DRUM-500 LB ,520000.0,732800.0
761,2011,NC,PEANUT PRODUCTS,PEANUT BUTTER SMOOTH JAR-12/18 OZ ,894240.0,1474174.1
762,2011,NC,PEANUT PRODUCTS,PEANUT BUTTER SMOOTH JAR-6/5 LB ,332640.0,524905.92
763,2011,NC,PEANUT PRODUCTS,PNUT-RSTD REG,259200.0,349790.4
764,2011,NC,"RICE, GRAIN",RICE-MLD US#2 L,294000.0,112131.6
765,2011,NC,"RICE, GRAIN",RICE US#2 LONG GRAIN PKG-24/2 LB ,1764000.0,718410.04
766,2011,NC,"RICE, GRAIN",RICE US#2 LONG GRAIN PKG-30/2 LB ,546000.0,225489.6
767,2011,NC,"RICE, GRAIN",RICE-MLD US#2 S,84000.0,54553.8
768,2011,NC,"RICE, GRAIN",RICE US#2 SHORT GRAIN PKG-24/2 LB ,84000.0,50122.8
769,2011,NC,"VEGETABLE, CANNED",SWEET POTATOES W/ SYRUP CAN-6/10,1071144.0,618399.84
770,2011,NC,"VEGETABLE, CANNED",SWEET POTATOES W/ SYRUP CAN-24/300,757350.0,539631.0
771,2011,NC,"VEGETABLE, CANNED",BEANS VEGETARIAN CAN-24/300,257040.0,133523.1
772,2011,NC,"VEGETABLE, CANNED",BEANS LIGHT RED KIDNEY CAN-24/300,249007.5,126010.8
773,2011,NC,"VEGETABLE, CANNED",BEANS BLACKEYE CAN-24/300,249011.0,120180.0
774,2011,NC,"VEGETABLE, CANNED",SWEET POTATOES W/ SYRUP CAN-24/300,447525.0,284886.0
775,2011,NC,"VEGETABLE, FROZEN",SWEET POTATOES RANDOM CUT FRZ PKG-6/5 LB,237600.0,171402.0
776,2011,NC,"CHICKEN, FROZEN",CHICKEN LEG QTRS TRAY FRZ PKG-9/4.5 LB,2463040.0,1559758.09
777,2011,NC,"TURKEY, COOKED",TURKEY BREAST DELI FRZ CTN-40 LB,3030345.42,9048375.63
778,2011,NC,"TURKEY, COOKED",TURKEY BREAST DELI FRZ CTN-40 LB,80000.0,185664.0
779,2011,NC,"TURKEY, COOKED",TURKEY BREAST SMKD DELI FRZ CTN-40 LB,363600.0,1012149.29
780,2011,NC,"TURKEY, COOKED",TURKEY HAMS SMKD FRZ CTN-40 LB,1535562.59,2793965.28
781,2011,NC,"TURKEY, COOKED",TURKEY HAMS SMKD FRZ CTN-40 LB,920000.0,1596843.0
782,2011,NC,"TURKEY, BULK",TURKEY CHILLED -BULK,831240.0,844183.16
783,2011,NC,"TURKEY, BULK",TURKEY CHILLED -BULK,720000.0,695164.0
784,2011,NC,"TURKEY, BULK",TURKEY THIGHS BNLS SKNLS CHILLED-BULK,181800.0,252876.53
785,2011,NC,"TURKEY, FROZEN",TURKEY ROASTS FRZ CTN-32-48 LB,1200000.0,2398920.0
786,2011,NC,"CHICKEN, BULK",CHICKEN LEGS CHILLED -BULK,2304000.0,1361670.0
787,2011,NC,"CHICKEN, FROZEN",CHICKEN CUT-UP FRZ CTN-40 LB,40000.0,31600.0
788,2011,NC,"CHICKEN, FROZEN",CHICKEN CUT-UP FRZ CTN-40 LB,400000.0,305040.0
789,2011,NC,"CHICKEN, FROZEN",CHICKEN LEG QTR CTN-40 LB,240000.0,156800.0
790,2011,NC,"CHICKEN, FROZEN",CHICKEN WHOLE BAGGED FRZ CTN-36-43 LB,2319768.0,1756896.23
791,2011,NC,"CHICKEN, FROZEN",CHICKEN WHOLE BAGGED FRZ CTN-36-43 LB,79200.0,61456.0
792,2011,NC,"CHICKEN, FROZEN",CHICKEN WHOLE BAGGED FRZ PKG-12/4 LB,760320.0,498693.91
793,2011,NC,"CHICKEN, COOKED",CHICKEN FAJITA STRIPS CTN-30 LB,1248000.0,2361455.0
794,2011,NC,"CHICKEN, BULK",CHICKEN LARGE CHILLED -BULK,799920.0,575586.16
795,2011,NC,"CHICKEN, BULK",CHICKEN LARGE CHILLED -BULK,648000.0,472320.0
796,2011,NC,"CHICKEN, BULK",CHICKEN LEGS CHILLED -BULK,581760.0,418576.32
797,2011,NC,"CHICKEN, BULK",CHICKEN LEGS CHILLED -BULK,1728000.0,999741.6
798,2011,NC,SHELL EGG,EGGS 15 DOZEN,101250.0,68670.0
799,2011,NC,"VEGETABLE, CANNED",BEANS GREEN CAN-6/10,951292.0,379351.0
800,2011,NC,"VEGETABLE, CANNED",SWEET POTATOES W/ SYRUP CAN-6/10,480168.0,219928.0
801,2011,NC,"VEGETABLE, CANNED",SWEET POTATOES MASHED CAN-6/10,37392.0,20328.0
802,2011,NC,"VEGETABLE, CANNED",SWEET POTATOES W/ SYRUP CAN-24/300,757350.0,431905.0
803,2011,ND,SEED BUTTER,SUNFL-SD-BTTR,221760.0,348791.52
804,2011,ND,SEED BUTTER,SUNFLOWER SEED BUTTER 6-5#'S ,258720.0,420863.52
805,2011,ND,SEED BUTTER,SUNFLOWER SEED BUTTER BARREL-520 LB ,43680.0,72377.76
806,2011,ND,"PASTA, MACARONI",WHOLE GRAIN MAC,120000.0,53688.0
807,2011,ND,"PASTA, MACARONI",WHOLE GRAIN PASTA MACARONI CTN-20 LB ,80000.0,43808.0
808,2011,ND,"PASTA, MACARONI",WHLGRAIN ROTNMA,1046000.0,530286.8
809,2011,ND,"PASTA, MACARONI",WHOLE GRAIN PASTA ROTINI MAC CTN-20 LB ,224000.0,129925.6
810,2011,ND,"PASTA, MACARONI",WHOLE GRAIN PASTA ROTINI MAC PKG-20/1 LB ,782000.0,480542.4
811,2011,ND,"PASTA, OTHER",WHLGRAIN SPAGHT,720000.0,309392.0
812,2011,ND,"PASTA, OTHER",WHOLE GRAIN SPAGHETTI CTN-20 LB ,1280000.0,665996.0
813,2011,ND,"VEGETABLE, FRESH",POTATO BULK FOR PROCESS FRZ,1120000.0,100576.0
814,2011,ND,"VEGETABLE, FRESH",POTATO BULK FOR PROCESS FRZ,4200000.0,430740.0
815,2011,ND,"VEGETABLE, FROZEN",POTATOES ROUNDS FRZ PKG-6/5 LB,2656860.0,1233596.0
816,2011,ND,"VEGETABLE, FROZEN",POTATOES OVENS FRY PKG-6/5 LB,831600.0,357324.0
817,2011,NE,CORN PRODUCTS,CORN YELLOW TOTE-2700 LB ,229500.0,41690.97
818,2011,NE,"FLOUR, WHEAT",FLR-AP ENR BL,471240.0,132191.4
819,2011,NE,"FLOUR, WHEAT",FLOUR ALL PURP ENRCH BLCH BAG-8/5 LB ,1842120.0,530273.54
820,2011,NE,"FLOUR, WHEAT",FLOUR ALL PURP ENRCH UNBLCH BAG-4/10 LB ,257040.0,72596.66
821,2011,NE,"FLOUR, WHEAT",FLOUR BREAD ENRCH BLCH-BAG 4/10 LB ,471240.0,151370.86
822,2011,NE,CORN PRODUCTS,GRITS CORN WHITE BAG-8/5 LB ,342720.0,115372.4
823,2011,NE,CORN PRODUCTS,GRITS-FINE YEL,214200.0,56099.0
824,2011,NE,CORN PRODUCTS,GRITS FINE YELLOW BAG-8/5 LB ,171360.0,52915.97
825,2011,NE,VEG OIL PROD DOM,OIL-VEGETABLE,480000.0,300907.2
826,2011,NE,"BEANS, DRY",BEANS PINTO DRY PKG-12/2 LB,161280.0,76490.4
827,2011,NE,"BEANS, DRY",BEANS LIGHT RED KIDNEY DRY PKG-12/2 LB,524160.0,330220.8
828,2011,NE,"BEANS, DRY",BEANS GREAT NORTHERN DRY PKG-12/2 LB,604800.0,372388.8
829,2011,NE,"BEANS, DRY",BEANS PINTO DRY PKG-12/2 LB,483840.0,238106.4
830,2011,NE,"BEANS, DRY",BEANS PINTO DRY PKG-12/2 LB,1895040.0,794680.0
831,2011,NE,"BEANS, DRY",BEANS LIGHT RED KIDNEY DRY PKG-12/2 LB,40320.0,26880.0
832,2011,NE,"BEANS, DRY",BEANS BABY LIMA DRY PKG-12/2 LB,685440.0,500599.35
833,2011,NE,"BEANS, DRY",BEANS BABY LIMA DRY PKG-12/2 LB,40320.0,24021.0
834,2011,NE,"BEANS, DRY",BEANS GREAT NORTHERN DRY PKG-12/2 LB,927360.0,594680.86
835,2011,NE,"BEANS, DRY",BEANS GREAT NORTHERN DRY PKG-12/2 LB,645120.0,293361.0
836,2011,NE,"BEANS, DRY",BEANS PINTO DRY PKG-12/2 LB,80640.0,49618.47
837,2011,NE,"BEANS, DRY",BEANS LIGHT RED KIDNEY DRY PKG-12/2 LB,80640.0,57622.31
838,2011,NE,"BEANS, DRY",BEANS LIGHT RED KIDNEY DRY PKG-12/2 LB,806400.0,427274.0
839,2011,NE,"BEANS, DRY",BEANS PINTO DRY BAG-25 LB,160000.0,88000.0
840,2011,NE,"PORK, FROZEN",PORK PICNIC BNLS FRZ CTN-60 LB,1000500.0,1370344.83
841,2011,NE,"PORK, FROZEN",PORK PICNIC BNLS FRZ CTN-60 LB,1280640.0,1514143.0
842,2011,NE,"PORK, FROZEN",PORK ROAST LEG FRZ CTN-32-40 LB,40000.0,60000.0
843,2011,NE,"BEEF, FRESH",BEEF FRESH BNLS COMBO-20/2000 LB,4800000.0,9112560.0
844,2011,NE,"BEEF, ROAST",BEEF ROAST ROUND FRZ CTN-38-42 LB,720000.0,2373540.0
845,2011,NE,"BEEF, ROAST",BEEF ROAST ROUND FRZ CTN-38-42 LB,400000.0,1605680.0
846,2011,NE,EGG PRODUCTS,EGGS WHOLE LIQ BULK -TANK,1248000.0,548732.0
847,2011,NE,EGG PRODUCTS,EGGS WHOLE LIQ BULK -TANK,1599840.0,1105751.31
848,2011,NJ,"PASTA, OTHER",PSTA PROD-EGNDL,23040.0,18657.79
849,2011,NJ,"PASTA, OTHER",EGGNOODLE 1/2 INCH WIDE PKG-12/1 LB ,460800.0,372367.85
850,2011,NJ,"PASTA, MACARONI",PASTA-MAC PLN E,408000.0,238737.12
851,2011,NJ,"PASTA, MACARONI",PASTA MACARONI PLAIN ELBOW CTN-20 LB ,120000.0,68948.0
852,2011,NJ,"PASTA, MACARONI",PASTA MACARONI PLAIN ELBOW PKG-24/1 LB ,285600.0,182400.48
853,2011,NJ,"PASTA, MACARONI",WHOLE GRAIN PASTA ROTINI MAC CTN-20 LB ,56000.0,33518.8
854,2011,NJ,"FRUIT, CANNED",CRANBERRY SAUCE CAN-24/300,183600.0,93085.2
855,2011,NJ,"FRUIT, CANNED",CRANBERRY SAUCE CAN-6/10,622080.0,237263.04
856,2011,NJ,"FRUIT, JUICE",ORANGE JUICE PLST BTL-8/64 FL OZ,142680.0,75522.0
857,2011,NJ,"VEGETABLE, CANNED",SOUP VEGETABLE CAN-24/1,815925.0,686268.0
858,2011,NJ,"VEGETABLE, CANNED",SOUP TOMATO CAN-24/1,1809225.0,1253472.0
859,2011,NJ,"VEGETABLE, CANNED",SOUP VEGETABLE CAN-24/1,1383525.0,1155523.0
860,2011,NJ,"VEGETABLE, CANNED",SOUP TOMATO CAN-24/1,674025.0,471020.0
861,2011,NJ,"VEGETABLE, JUICE",TOMATO JUICE PLST BTL-8/64 FL OZ,35670.0,12392.0
862,2011,NJ,"FRUIT, JUICE",ORANGE JUICE PLST BTL-8/64 FL OZ,2425560.0,1009982.0
863,2011,NJ,"FRUIT, JUICE",GRAPEFRUIT JUCE PLST BTL-8/64 FL OZ,21794370.0,7289546.0
864,2011,NJ,FRUIT JUICE FRZ,ORANGE JUICE SINGLE CTN-70/4 OZ,2444160.0,1072844.0
865,2011,NJ,FRUIT JUICE FRZ,K ORANGE JUICE CONC FRZ CAN-12/32 OZ,72000.0,64320.0
866,2011,NM,"CHEESE, MOZZARELLA","MOZZ, LMPS,UNFZ",1935360.0,3198387.79
867,2011,NM,"CHEESE, MOZZARELLA",CHEESE MOZ LM PART SKIM UNFZ PROCESSR PK ,12561742.0,23903981.95
868,2011,NM,PEANUT PRODUCTS,PNUT BUTTR SMTH,1747688.0,1786620.8
869,2011,NM,PEANUT PRODUCTS,PEANUT BUTTER SMOOTH DRUM-500 LB ,2480000.0,3479040.0
870,2011,NM,PEANUT PRODUCTS,PEANUT BUTTER SMOOTH JAR-12/18 OZ ,1049760.0,1856578.3
871,2011,NM,PEANUT PRODUCTS,PEANUT BUTTER SMOOTH JAR-6/5 LB ,554400.0,765301.15
872,2011,NV,"CEREAL, FORTIFIED",CERL-FT RTE OAT,141121.0,180634.88
873,2011,NV,"CEREAL, FORTIFIED",CEREAL OAT CIRCLES 1344 PKG-12/14 OZ ,98784.0,118540.8
874,2011,NV,"CEREAL, FORTIFIED",CEREAL RICE CRISP 1008 PKG-16/12 OZ ,108864.0,117573.12
875,2011,NY,"CEREAL, INSTANT",CEREAL BABY INFANT RICE CTN-8/8 OZ ,16640.0,53248.0
876,2011,NY,"FLOUR, BAKERY",FLOUR BAKER HARD WHT BLCH-BULK ,1170000.0,301185.0
877,2011,NY,"FLOUR, BAKERY",FLOUR BAKER HARD WHT UNBLCH-BULK ,225000.0,57600.0
878,2011,NY,"FLOUR, BAKERY",FLOUR BAKER HEARTH UNBLCH-BULK ,45000.0,18247.5
879,2011,NY,"FLOUR, BAKERY",FLOUR BAKER SOFT UNBLCH-BULK ,45000.0,12555.0
880,2011,NY,"MILK, EVAPORATED",EVAPORATED MILK,2937600.0,1941342.36
881,2011,NY,"MILK, EVAPORATED",MILK EVAPORATED CAN-24/12 FL OZ ,110160.0,80732.59
882,2011,NY,"MILK, EVAPORATED",MILK SKIM EVAPORATED CAN-24/12 FL OZ ,334611.0,221155.58
883,2011,NY,"VEGETABLE, CANNED",BEANS GREEN CAN-24/300,3593970.0,2009448.0
884,2011,NY,"VEGETABLE, FROZEN",CARROTS FRZ CTN-30 LB,237600.0,141794.4
885,2011,NY,"VEGETABLE, FROZEN",CARROTS FRZ CTN-30 LB,633600.0,197142.0
886,2011,NY,"VEGETABLE, FROZEN",CORN COB FRZ CSE-96,1900800.0,548462.0
887,2011,NY,"VEGETABLE, FROZEN",PEAS GREEN FRZ CTN-30 LB,2059200.0,755383.0
888,2011,NY,"VEGETABLE, FROZEN",BEANS GREEN FRZ CTN-30 LB,831600.0,309290.0
889,2011,NY,"VEGETABLE, CANNED",SPAGHETTI SAUCE MEATLESS CAN-24/300,437400.0,165742.2
890,2011,NY,"VEGETABLE, CANNED",SPAGHETTI SAUCE MEATLESS CAN-6/10,1286628.0,410093.04
891,2011,NY,"VEGETABLE, JUICE",TOMATO JUICE PLST BTL-8/64 FL OZ,4030710.0,1324915.0
892,2011,NY,"VEGETABLE, CANNED",CORN WHOLE KERNEL(LIQ) CAN-6/10,435024.0,192559.68
893,2011,NY,EGG PRODUCTS,EGGS WHOLE FRZ CTN-6/5 LB,440220.0,382731.28
894,2011,NY,EGG PRODUCTS,EGGS WHOLE FRZ CTN-6/5 LB,560280.0,355964.0
895,2011,NY,EGG PRODUCTS,EGGS WHOLE FRZ CTN-6/5 LB,160080.0,133518.72
896,2011,NY,"VEGETABLE, CANNED",BEANS GREEN CAN-24/300,2343128.0,913961.0
897,2011,NY,"VEGETABLE, CANNED",BEANS GREEN CAN-6/10,1455552.0,530733.0
898,2011,NY,"VEGETABLE, CANNED",CARROTS CAN-24/300,2187000.0,876384.0
899,2011,NY,"VEGETABLE, CANNED",CARROTS CAN-6/10,108072.0,41350.0
900,2011,NY,"VEGETABLE, FROZEN",CORN FRZ CTN-30 LB,4870800.0,1457619.0
901,2011,NY,"VEGETABLE, CANNED",SPAGHETTI SAUCE MEATLESS CAN-24/300,729000.0,269094.0
902,2011,NY,"VEGETABLE, CANNED",TOMATO SALSA CAN-6/10,145008.0,64334.0
903,2011,NY,"VEGETABLE, CANNED",SPAGHETTI SAUCE MEATLESS CAN-6/10,3307200.0,1070774.0
904,2011,NY,"VEGETABLE, JUICE",TOMATO JUICE PLST BTL-8/64 FL OZ,2496900.0,774358.0
905,2011,OH,"CEREAL, FORTIFIED",CERL-CRN FLK,2013990.0,1993850.1
906,2011,OH,"CEREAL, FORTIFIED",CERL-FT RTE OAT,536258.0,686410.24
907,2011,OH,"CEREAL, FORTIFIED",CEREAL OAT CIRCLES 1344 PKG-12/14 OZ ,592704.0,742996.8
908,2011,OH,"CEREAL, FORTIFIED",CERL-FT RTE RCE,1354776.0,1567427.64
909,2011,OH,"CEREAL, FORTIFIED",CEREAL RICE CRISP 1008 PKG-16/12 OZ ,665280.0,718502.4
910,2011,OH,"CHEESE, MOZZARELLA","MOZZ,LT,SHRD,FZ",120960.0,227480.53
911,2011,OH,"CHEESE, MOZZARELLA",CHEESE MOZ LITE SHRED FRZ BOX-30 LB ,1088640.0,2410127.87
912,2011,OH,"CHEESE, MOZZARELLA","MOZZ, LMPS,UNFZ",1733760.0,3119840.56
913,2011,OH,"CHEESE, MOZZARELLA",CHEESE MOZ LM PART SKIM UNFZ PROCESSR PK ,2258243.0,4424518.32
914,2011,OH,"CHEESE, MOZZARELLA","MOZZ,LMPS,SD,FZ",403200.0,754310.77
915,2011,OH,"CHEESE, MOZZARELLA",CHEESE MOZ LM PART SKM SHRD FRZ BOX-30LB ,2217600.0,4670281.98
916,2011,OH,PEANUT PRODUCTS,PEANUTS ROASTED REG UNSL PKG-12/16 OZ ,25920.0,50336.64
917,2011,OH,PEANUT PRODUCTS,PEANUTS ROASTED RUNNER UNSL-CAN 6/#10 ,34560.0,67564.8
918,2011,OH,"VEGETABLE, CANNED",SOUP TOMATO CAN-24/1,354750.0,250778.0
919,2011,OH,"BEEF, COOKED",BEEF SPP PATTY HOMESTYLE CKD CTN-40 LB,228000.0,573097.0
920,2011,OH,"CHICKEN, FROZEN",CHICKEN DRUMSTICKS FRZ PKG-8/5 LB,988000.0,708320.0
921,2011,OH,"VEGETABLE, CANNED",SOUP TOMATO CAN-24/1,283800.0,190476.0
922,2011,OH,"TURKEY, FROZEN",TURKEY TACO FILLING CTN-30 LB,2925000.0,4693799.0
923,2011,OK,CORN PRODUCTS,CORNMEAL-DEG YL,42840.0,12774.89
924,2011,OK,"CRACKER PROD, PROC",CRACKERS,201600.0,247680.0
925,2011,OK,"CRACKER PROD, PROC",CRACKERS UNSALTED BOX-12/16 OZ ,172880.0,231657.6
926,2011,OK,"FLOUR, WHEAT",FLR-AP ENR BL,171360.0,44043.8
927,2011,OK,"CHICKEN, BULK",CHICKEN LEGS CHILLED -BULK,432000.0,257400.0
928,2011,OK,"CHICKEN, FROZEN",CHICKEN LEG QTR FRZ BAG-4/10 LB,11172000.0,6545937.0
929,2011,OK,"CHICKEN, FROZEN",CHICKEN CONSUMER SPLIT BREAST PKG-6/5 LB,468000.0,641791.8
930,2011,OR,"CEREAL, PROCESSED",OATS ROLLED PKG-12/3 LB ,120096.0,50992.76
931,2011,OR,"VEGETABLE, CANNED",CORN WHOLE KERNEL(LIQ) CAN-6/10,362520.0,177703.2
932,2011,OR,"VEGETABLE, FROZEN",CORN FRZ CTN-30 LB,514800.0,313434.0
933,2011,OR,"VEGETABLE, FROZEN",CORN COB FRZ CSE-96,514800.0,264462.0
934,2011,OR,"VEGETABLE, FROZEN",BEANS GREEN FRZ CTN-30 LB,792000.0,472626.0
935,2011,OR,"VEGETABLE, FROZEN",BEANS GREEN FRZ CTN-30 LB,118800.0,59928.0
936,2011,OR,"VEGETABLE, FROZEN",CORN FRZ CTN-30 LB,198000.0,147708.0
937,2011,OR,"VEGETABLE, FROZEN",CORN COB FRZ CSE-96,1980000.0,1178733.6
938,2011,OR,"VEGETABLE, FROZEN",PEAS GREEN FRZ CTN-30 LB,792000.0,437329.2
939,2011,OR,"VEGETABLE, FROZEN",POTATOES OVENS FRY PKG-6/5 LB,3963660.0,1581788.0
940,2011,OR,"FRUIT, FRESH",PEARS BOSC FRESH CTN-45 LB,405000.0,174510.0
941,2011,OR,SHELL EGG,EGGS 15 DOZEN,168750.0,141405.0
942,2011,OR,"VEGETABLE, CANNED",BEANS GREEN CAN-6/10,901056.0,352323.0
943,2011,OR,"VEGETABLE, FROZEN",CORN FRZ CTN-30 LB,39600.0,17938.0
944,2011,OR,"VEGETABLE, CANNED",CORN WHOLE KERNEL(LIQ) CAN-6/10,36252.0,17054.0
945,2011,OR,"VEGETABLE, CANNED",CORN WHOLE KERNEL CAN-24/300,910962.0,451503.0
946,2011,OR,"VEGETABLE, CANNED",CORN CREAM STYLE CAN-24/300,218700.0,113724.0
947,2011,OR,"FRUIT, FRESH   ",PEARS D'ANJOU FRESH CTN-45 LB,486000.0,204750.0
948,2011,PA,"CEREAL, FORTIFIED",CERL-CRN & RICE,585145.0,729149.23
949,2011,PA,"CHEESE, NATURAL AMER","CHEDR,SHRED,WHT",76800.0,125237.76
950,2011,PA,"CHEESE, NATURAL AMER",CHEESE CHED WHT SHRED BAG-6/5 LB ,38400.0,77802.24
951,2011,PA,"CHEESE, NATURAL AMER","CHEDR,SHRED,YEL",153600.0,272367.34
952,2011,PA,"CHEESE, NATURAL AMER",CHEESE CHED YEL SHRED BAG-6/5 LB ,153600.0,335854.08
953,2011,PA,"CHEESE, MOZZARELLA","MOZZ, LMPS,UNFZ",322560.0,542545.92
954,2011,PA,"CHEESE, MOZZARELLA",CHEESE MOZ LM PART SKIM UNFZ PROCESSR PK ,4248813.0,8428792.84
955,2011,PA,"FLOUR, BAKERY",FLR-BKR HD W BL,3105000.0,669325.5
956,2011,PA,"FLOUR, BAKERY",FLOUR BAKER HARD WHT BLCH-BULK ,630000.0,172386.0
957,2011,PA,"FLOUR, BAKERY",FLR-BKR HD UNBL,45000.0,9697.5
958,2011,PA,"FLOUR, BAKERY",FLOUR BAKER HARD WHT UNBLCH-BULK ,630000.0,177390.0
959,2011,PA,"FLOUR, BAKERY",FLR-BKR HRTH BL,630000.0,150264.0
960,2011,PA,"FLOUR, BAKERY",FLOUR BAKER HEARTH BLCH-BULK ,495000.0,140463.0
961,2011,PA,"FLOUR, BAKERY",FLR-BK HTH UNBL,360000.0,86566.5
962,2011,PA,"FLOUR, BAKERY",FLOUR BAKER HEARTH UNBLCH-BULK ,945000.0,288832.5
963,2011,PA,PEANUT PRODUCTS,PNUT-RSTD REG,25920.0,36936.0
964,2011,PA,PEANUT PRODUCTS,PEANUTS ROASTED REG UNSL PKG-12/16 OZ ,77760.0,194270.4
965,2011,PA,"VEGETABLE, DRIED",POTATOES DEHYDRATED FLKS PKG-12/1 LB,240000.0,379675.0
966,2011,PA,"VEGETABLE, FROZEN",BEANS GREEN FRZ CTN-30 LB,1425600.0,684636.0
967,2011,PA,"FRUIT, CANNED",APPLE SLICES CAN-6/10,1671696.0,1039935.36
968,2011,PA,"FRUIT, CANNED",APPLESAUCE CAN-6/10,5060232.0,2369968.8
969,2011,PA,"FRUIT, JUICE",APPLE JUICE PLST BTL-8/64 FL OZ,3245970.0,1220283.0
